,상품명,가격,이미지,행사정보,편의점 이름,카테고리
614,나)골드키위파인트,"11,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_159%2F1595899878237cMza9_JPEG%2F8801062003846.jpg,2+1,미니스톱,아이스크림
615,나)초코퍼지브라우니파인트,"11,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_261%2F1595899879411TUYmY_JPEG%2F8801062009640.jpg,2+1,미니스톱,아이스크림
616,나)카라멜크런치파인트,"11,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_120%2F1595899879541DFMp6_JPEG%2F8801062898398.jpg,2+1,미니스톱,아이스크림
617,나)프렌치아포카토파인트,"11,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_34%2F1595899879732nMsaR_JPEG%2F8801062474011.jpg,2+1,미니스톱,아이스크림
618,나녹차파인트,"11,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_262%2F1595899879872B0tIQ_JPEG%2F8801062451739.jpg,2+1,미니스톱,아이스크림
619,나딸기파인트,"11,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_226%2F1595899880365x8Gsz_JPEG%2F8801062451210.jpg,2+1,미니스톱,아이스크림
620,나바닐라파인트,"11,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_178%2F1595899880779v7Lbj_JPEG%2F8801062451197.jpg,2+1,미니스톱,아이스크림
621,나쵸코렛파인트,"11,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_30%2F1595899881242cj20a_JPEG%2F8801062451258.jpg,2+1,미니스톱,아이스크림
622,나치즈앤라스베리파인,"11,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_186%2F1595899881774xj7pk_JPEG%2F8801062453054.jpg,2+1,미니스톱,아이스크림
623,웨하스밀크1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_175%2F1595900137704j4hqr_JPEG%2F8697439302045.jpg,1+1,미니스톱,과자
624,웨하스헤이즐넛1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_155%2F15959001377985OGC4_JPEG%2F8697439300911.jpg,1+1,미니스톱,과자
625,쿨빈베리믹스,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_1%2F1595900204553iG5r3_JPEG%2F8690146127109.jpg,1+1,미니스톱,과자
626,쿨빈사우어믹스,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_66%2F1595900204930eAlzB_JPEG%2F8690146128717.jpg,1+1,미니스톱,과자
627,크레용신짱미니츄잉,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_92%2F159590020674231HCA_JPEG%2F8809469910361.jpg,1+1,미니스톱,과자
628,프리젤민트향캔디,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_179%2F1595900243584V5l0f_JPEG%2F7891151001465.jpg,1+1,미니스톱,과자
629,프리젤스트롱캔디,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_250%2F1595900243671bkKoR_JPEG%2F7891151003834.jpg,1+1,미니스톱,과자
630,프리젤유칼립투스캔디,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_37%2F1595900243747FfGn7_JPEG%2F7891151001458.jpg,1+1,미니스톱,과자
631,프리젤체리멘톨향캔디,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_85%2F1595900243834Ve6GR_JPEG%2F7891151001441.jpg,1+1,미니스톱,과자
632,헬로키티새콤츄잉,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_114%2F1595900274786VBpK5_JPEG%2F8809469910330.jpg,1+1,미니스톱,과자
633,본아트팝핑초코볼,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_248%2F1595900006107nNV6G_JPEG%2F8690997090706.jpg,1+1,미니스톱,과자
634,프로엠)초코볼50g,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_115%2F1595900243479IieaT_JPEG%2F8809110940280.jpg,1+1,미니스톱,과자
635,엠큐)나바티웨이퍼초코,"1,300원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_52%2F159590011755682Bet_JPEG%2F8993175547048.jpg,1+1,미니스톱,과자
636,엠큐)나바티웨이퍼치즈,"1,300원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_270%2F1595900117824n2FTh_JPEG%2F8993175547055.jpg,1+1,미니스톱,과자
637,프링글스매운맛소,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_64%2F1595900243886jbNfT_JPEG%2F8886467114618.jpg,1+1,미니스톱,과자
638,프링글스양파소53g,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_9%2F1595900244490zF1ny_JPEG%2F8886467105357.jpg,1+1,미니스톱,과자
639,프링글스클래식소,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_56%2F15959002460724nXv8_JPEG%2F8886467118159.jpg,1+1,미니스톱,과자
640,허쉬후퍼스1800,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_64%2F1595900272427zpzR1_JPEG%2F01070002385.jpg,1+1,미니스톱,과자
641,벨비타허니&초코80g,"2,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_20%2F1595900004217VucY0_JPEG%2F7622210609397.jpg,1+1,미니스톱,과자
642,오레오웨하스스틱500,500원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_235%2F1595900127612W4w1C_JPEG%2F8801037090178.jpg,2+1,미니스톱,과자
643,키커미니500,500원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_220%2F1595900209303sBxgy_JPEG%2F8801111923071.jpg,2+1,미니스톱,과자
644,롯데밀크카라멜,800원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_30%2F15958999467216OrpB_JPEG%2F8801062335633.jpg,2+1,미니스톱,과자
645,마이쮸딸기,800원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_190%2F15958999542535IX0a_JPEG%2F8801111187879.jpg,2+1,미니스톱,과자
646,마이쮸복숭아,800원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_115%2F1595899954339c60qA_JPEG%2F8801111187930.jpg,2+1,미니스톱,과자
647,마이쮸사과,800원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_175%2F1595899954632Eccid_JPEG%2F8801111187916.jpg,2+1,미니스톱,과자
648,마이쮸스무디,800원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_277%2F15958999546895r6IK_JPEG%2F8801111915335.jpg,2+1,미니스톱,과자
649,마이쮸포도,800원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_92%2F15958999549983fpFT_JPEG%2F8801111187893.jpg,2+1,미니스톱,과자
650,킷캣카라멜800,800원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_147%2F1595900210390RCWkf_JPEG%2F6294003593650.jpg,2+1,미니스톱,과자
651,킷캣쿠키크럼블800,800원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_59%2F1595900210720uF0uX_JPEG%2F6294003593681.jpg,2+1,미니스톱,과자
652,킷캣헤이즐넛800,800원,https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_225%2F1595900211053v8Ed9_JPEG%2F6294003593711.jpg,2+1,미니스톱,과자
653,ABC초코쿠키1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_37%2F1595899847953ARbKV_JPEG%2F8801062893546.jpg,2+1,미니스톱,과자
654,감자알칩매콤한볶음고추장맛,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_70%2F15958998551676OzKO_JPEG%2F8804782006494.jpg,2+1,미니스톱,과자
655,대왕꿈틀이콜라맛,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_231%2F1595899896814fJRdm_JPEG%2F8801117345808.jpg,2+1,미니스톱,과자
656,롯데크런키1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_18%2F1595899947649zzDUY_JPEG%2F8801062628476.jpg,2+1,미니스톱,과자
657,사워왕꿈틀이1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_129%2F1595900033210LhldG_JPEG%2F8801117352202.jpg,2+1,미니스톱,과자
658,새콤달콤레몬볼,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_259%2F15959000451247Aap1_JPEG%2F8801111937269.jpg,2+1,미니스톱,과자
659,새콤달콤비타C젤리,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_79%2F15959000454624HtuB_JPEG%2F8801111941235.jpg,2+1,미니스톱,과자
660,스키피카라멜,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_206%2F1595900068656k2WU7_JPEG%2F8809527080128.jpg,2+1,미니스톱,과자
661,오리온)치즈뿌린치킨팝,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_7%2F1595900128621bRBtx_JPEG%2F8801117689704.jpg,2+1,미니스톱,과자
662,왕꿈틀이1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_72%2F159590013345954XqE_JPEG%2F8801117339302.jpg,2+1,미니스톱,과자
663,젤리데이망고파인애플,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_90%2F1595900150001LNue0_JPEG%2F8801117352400.jpg,2+1,미니스톱,과자
664,젤리데이포도복숭아,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_143%2F1595900150213Lcji7_JPEG%2F8801117352608.jpg,2+1,미니스톱,과자
665,치킨팝닭강정맛,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_188%2F1595900173683oXKwS_JPEG%2F8801117674601.jpg,2+1,미니스톱,과자
666,크라운키커바1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_50%2F1595900205867v0Ei1_JPEG%2F8801111905299.jpg,2+1,미니스톱,과자
667,키커바녹차1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_243%2F1595900209429da8zb_JPEG%2F8801111930055.jpg,2+1,미니스톱,과자
668,키커바시리얼,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_232%2F15959002097611bdEG_JPEG%2F8801111911689.jpg,2+1,미니스톱,과자
669,키커바죠리퐁1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_26%2F1595900210054m2hV9_JPEG%2F8801111940399.jpg,2+1,미니스톱,과자
670,판껌)아카시아1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_150%2F1595900227645a3gCh_JPEG%2F8801019413865.jpg,2+1,미니스톱,과자
671,판껌)은단청1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_78%2F1595900228387Uw4cw_JPEG%2F8801019413841.jpg,2+1,미니스톱,과자
672,해태아이스쿨100,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_104%2F1595900259878nUDmf_JPEG%2F8801019409943.jpg,2+1,미니스톱,과자
673,핵짱셔요콜라1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_16%2F1595900261805RLFTh_JPEG%2F8801062885428.jpg,2+1,미니스톱,과자
674,핵짱셔요후르츠1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_247%2F15959002624395vyb5_JPEG%2F8801062885404.jpg,2+1,미니스톱,과자
675,후라보노1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_148%2F1595900282856jDyeW_JPEG%2F8801062323159.jpg,2+1,미니스톱,과자
676,후라보노레이디1000,"1,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_254%2F1595900283210nlc9N_JPEG%2F8801062323173.jpg,2+1,미니스톱,과자
677,골든그래놀라밀크바,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_188%2F1595899861070dnuP1_JPEG%2F8801037093049.jpg,2+1,미니스톱,과자
678,광동)비타500젤리,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_121%2F1595899863666kyN7F_JPEG%2F8806002015828.jpg,2+1,미니스톱,과자
679,그래놀라바검은콩,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_183%2F1595899873623yrHk3_JPEG%2F8801117123703.jpg,2+1,미니스톱,과자
680,그래놀라바단호박고구마,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_185%2F1595899874023jiLfe_JPEG%2F8801117124106.jpg,2+1,미니스톱,과자
681,그래놀라바무화과베리,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_103%2F1595899874454InWS2_JPEG%2F8801117123901.jpg,2+1,미니스톱,과자
682,그래놀라바카카오,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_220%2F159589987487177yB8_JPEG%2F8801117138004.jpg,2+1,미니스톱,과자
683,동서)오곡코코볼바,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_192%2F1595899919224viINr_JPEG%2F8801037094176.jpg,2+1,미니스톱,과자
684,롯데)초단백질바,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_125%2F1595899944617Fv8cu_JPEG%2F8801062884605.jpg,2+1,미니스톱,과자
685,롯데)초에너지바,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_6%2F1595899944759x15fj_JPEG%2F8801062887286.jpg,2+1,미니스톱,과자
686,롯데)칙촉브라우니,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_140%2F1595899944874vKuSH_JPEG%2F8801062888795.jpg,2+1,미니스톱,과자
687,몬스터마가렛트애플잼,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_186%2F1595899976164B4y2g_JPEG%2F8801062883264.jpg,2+1,미니스톱,과자
688,비단박하1200,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_44%2F15959000103688GnqP_JPEG%2F8801111938808.jpg,2+1,미니스톱,과자
689,젤리셔스수박바젤리,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_97%2F1595900150564jkY1I_JPEG%2F8801062336579.jpg,2+1,미니스톱,과자
690,젤리셔스죠스바젤리,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_46%2F1595900150863u3LjY_JPEG%2F8801062002542.jpg,2+1,미니스톱,과자
691,청포도젤리1200,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_125%2F1595900169515thN0H_JPEG%2F8801062007950.jpg,2+1,미니스톱,과자
692,첵스초코펀오리지널,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_77%2F1595900169726lDCaT_JPEG%2F8852756504125.jpg,2+1,미니스톱,과자
693,첵스초코펀초코바나나,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_258%2F1595900169867eruEI_JPEG%2F8852756504156.jpg,2+1,미니스톱,과자
694,카라멜콘땅콩,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_41%2F1595900178418RIAJW_JPEG%2F8801111180986.jpg,2+1,미니스톱,과자
695,콘푸라이트밀크바,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_14%2F1595900197116a9923_JPEG%2F8801037092332.jpg,2+1,미니스톱,과자
696,콘푸라이트베리요거트바,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_268%2F1595900197197c1nR2_JPEG%2F8801037092363.jpg,2+1,미니스톱,과자
697,크라운)콘초,"1,200원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_95%2F1595900205791vs013_JPEG%2F8801111180993.jpg,2+1,미니스톱,과자
698,꼬깔콘매콤달콤한맛1500,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_300%2F1595899876479fiNPz_JPEG%2F8801062381937.jpg,2+1,미니스톱,과자
699,농심)포테토칩김치사발면맛,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_112%2F1595899888755uynau_JPEG%2F8801043056205.jpg,2+1,미니스톱,과자
700,농심)포테토칩에그토스트맛,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_55%2F1595899889061mI1IY_JPEG%2F8801043057820.jpg,2+1,미니스톱,과자
701,농심)포테토칩육개장사발면맛,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_83%2F15958998893965lD7k_JPEG%2F8801043049382.jpg,2+1,미니스톱,과자
702,도리토스갈비천왕치킨맛,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_150%2F1595899915811ybzet_JPEG%2F8801062014002.jpg,2+1,미니스톱,과자
703,도리토스치즈1500,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_63%2F1595899915912Oinio_JPEG%2F8801062381814.jpg,2+1,미니스톱,과자
704,디샤민트스타,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_169%2F1595899933945Jzb6t_JPEG%2F8801111940511.jpg,2+1,미니스톱,과자
705,롯데)하비스트달콤고소,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_139%2F1595899945460NBPBX_JPEG%2F8801062896806.jpg,2+1,미니스톱,과자
706,롯데샌드1500,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_177%2F15958999470880wnf2_JPEG%2F8801062521449.jpg,2+1,미니스톱,과자
707,롯데제크1500,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_87%2F159589994737284W4R_JPEG%2F8801062521906.jpg,2+1,미니스톱,과자
708,리츠크래커1500,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_42%2F1595899953142Sv6Gi_JPEG%2F8801037091519.jpg,2+1,미니스톱,과자
709,무지방우유홈런볼,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_177%2F1595899977212Tz1Xc_JPEG%2F8801019312205.jpg,2+1,미니스톱,과자
710,미니오레오딸기컵,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_126%2F1595899977377l0Upn_JPEG%2F7622210462534.jpg,2+1,미니스톱,과자
711,미니오레오바닐라컵,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_4%2F1595899977637Ttkhn_JPEG%2F7622300761349.jpg,2+1,미니스톱,과자
712,미니오레오초코컵,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_199%2F1595899977982Qf7Pc_JPEG%2F7622300761363.jpg,2+1,미니스톱,과자
713,민트)아이스붐딸기,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_69%2F1595899983565aLRi6_JPEG%2F8809534150111.jpg,2+1,미니스톱,과자
714,민트)아이스붐레몬,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_232%2F1595899983677R5Mbm_JPEG%2F8809534150104.jpg,2+1,미니스톱,과자
715,민트)아이스붐복숭아,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_284%2F159589998375816Vue_JPEG%2F8809534150142.jpg,2+1,미니스톱,과자
